date,language,n_tweets,n_retweets,sum_compound,sum_sq_compound,sum_pos,sum_neg,sum_neu,sum_followers,sum_followers_weighted_compound,n_dropped_text,n_dropped_ts,source_file
2023-04-04,ar,313,830,0.5640000000000003,7.243747099999998,2.498,2.137,308.3640000000001,5885311,314343.215,0,0,chunk_019.csv
2023-04-04,bg,31,20,0.9681,0.46988392999999995,0.29600000000000004,0.0,30.704,51112,624.1311,0,0,chunk_019.csv
2023-04-04,bn,49,2,-0.35869999999999996,1.9152923700000002,0.398,0.44699999999999995,48.155,6692547,-642182.9084000001,0,0,chunk_019.csv
2023-04-04,ca,224,4756,66.97910000000002,62.313385749999945,19.281000000000002,3.037000000000001,201.6809999999997,2982735,48872.5692,0,0,chunk_019.csv
2023-04-04,cs,173,1501,15.670299999999994,12.461107390000002,4.734000000000002,1.6480000000000001,166.61900000000006,646767,76334.16879999997,0,0,chunk_019.csv
2023-04-04,cy,19,35,3.9227000000000003,6.453027810000002,4.024,1.206,13.77,25675,12441.177500000002,0,0,chunk_019.csv
2023-04-04,da,83,62,-9.658000000000001,8.90642704,1.3800000000000003,6.447,75.173,480186,-10886.594000000003,0,0,chunk_019.csv
2023-04-04,de,10983,1007274,-4410.605700000077,3628.1506158299353,122.16299999999869,1175.2110000000143,9685.63299999987,146835663,-38457187.030200094,0,0,chunk_019.csv
2023-04-04,el,331,905,6.8241999999999985,9.69649618,3.409,1.6250000000000002,325.96599999999995,1964371,182056.9403,0,0,chunk_019.csv
2023-04-04,en,90156,20157520,2403.035899999926,30511.475763395527,8980.270000000799,7852.62500000086,73325.83100000238,1153247079,23629009.0698004,0,0,chunk_019.csv
2023-04-04,es,8125,1933875,-233.20239999999683,511.2723189200027,124.00700000000145,168.21799999999976,7832.674000000053,180403464,-7373176.79920001,0,0,chunk_019.csv
2023-04-04,et,172,37,-4.317399999999997,16.28152380000001,5.763000000000001,6.198000000000001,160.03900000000004,231555,46386.10809999998,0,0,chunk_019.csv
